Latitude,Longitude,Stop/Station Name
49.572426,6.144433,Hesperange. Cité Um Schlass
49.653302000000004,6.127434,Bereldange. Schoul
49.588984,6.171113,Itzig. Dellbierg
49.623647,6.177207,Neudorf/Weimershof. Fierschterhaus
49.572354,6.079619999999999,Leudelange. Schaefert
49.587267,6.169818,Itzig. Hubertuspad
49.583797,6.059017,Leudelange. Ackerheek
49.628878,6.174304,Kirchberg. Rehazenter
49.634316999999996,6.17016,Kirchberg. Luxexpo Entrée Sud
49.616869,6.044778,Bertrange. Parc du Troisième Age
49.635709999999996,6.169153,Kirchberg. Poutty Stein
49.610432,6.043691,Bertrange. Rue des Champs
49.580292,6.0615879999999995,Leudelange. Bowent
49.582107,6.166915,Itzig. Am Kiemert
49.56537,6.108539,Kockelscheuer. Patinoire
49.637526,6.1691709999999995,Kirchberg. Mathias Tresch
49.584517,6.169962,Itzig. Kapell
49.585946,6.171742,Itzig. Kierch
49.632384,6.174843,Kirchberg. Hôpital
49.569585,6.081337,Leudelange. Foyer
49.620608000000004,6.181837000000001,Cents. Waassertuerm
49.652907,6.083405,Bridel. Stuff
49.656134,6.127173,Bereldange. Police
49.577442,6.162582,Hesperange. Holleschbierg
49.585946,6.173998,Itzig. Klouschter
49.571968,6.153683,Hesperange. Sprëtzenhaus
49.631719,6.177683999999999,Kirchberg. Pierre Werner
49.573388,6.157323,Hesperange. Am Keller
49.579634999999996,6.057318,Leudelange. Ketzelach
49.637499,6.172973000000001,Kirchberg. Luxexpo Quai 5B
49.636303000000005,6.174258999999999,Kirchberg. Hugo Gernsback
49.574476000000004,6.160164,Hesperange. Itziger Eck
49.636375,6.174762,Kirchberg. Gare routière Luxexpo
49.635315000000006,6.175841,Kirchberg. Luxexpo (Arrêt Tram)
49.569945000000004,6.151255,Fentange. Duelemerbach
49.636663,6.175167,Kirchberg. Luxexpo Quai 4
49.636734999999994,6.175301999999999,Kirchberg. Luxexpo Quai 5A
49.578044,6.057696,Leudelange. Schléiwenhaff
49.562376,6.108089,Kockelscheuer. Kräizhaff
49.622586,6.185136,Neudorf. Kalchesbruck
49.622271000000005,6.186179,Kalchesbréck. Reno
49.585478,6.178052,Itzig. Am Horra
49.565647999999996,6.079764,Leudelange. Edeleck
49.619952000000005,6.036814,Bertrange. Ecole Européenne II
49.65919,6.130985,Walferdange. Gemenge Plaz
49.566511,6.0766089999999995,Leudelange. LaLux
49.571249,6.160128,Hesperange. Urbengsschlass
49.567581,6.1524779999999994,Fentange. Hiehl
49.568992,6.069184,Leudelange. Stiédswee
49.657194,6.082623,Bridel. Taverne
49.624276,6.036688,Mamer. Tossebierg
49.622325,6.035924,Mamer. Lycee (gare routière)
49.559787,6.10799,Kockelscheuer. Plateau
49.660952,6.125987,Bereldange. Elterstrachen
49.572237,6.060473,Leudelange. Pëssendall
49.570538,6.063062,Leudelange. Kamellebierg
49.660026,6.135605,Helmsange. Barriär
49.57043,6.062387999999999,Leudelange. Queesche Wee
49.659019,6.081571,Bridel. Flamo
49.661553999999995,6.136001,Walferdange. Gare
49.567842,6.161045,Alzingen. Trapeneck
49.564057,6.151975,Fentange. Fuertwee
49.662209999999995,6.133232,Helsem. Tricentenaire
49.56697,6.064411,Leudelange. Wäschbur
49.659746999999996,6.078524,Bridel. Berk
49.567572,6.062892,Leudelange. Gemeng
49.569424,6.058568,Leudelange. Galgebösch
49.618406,6.029766,Mamer. Lycée (gare ferroviaire)
49.567842,6.163786,Alzingen. Gässel
49.624140999999995,6.193703,Findel. Business Center
49.62717,6.032472,Mamer. Gaaschtbierg
49.56341,6.0702,Leudelange. Op der Strooss
49.560902,6.147983,Fentange. Op de Leemen
49.563293,6.06931,Leudelange. Op der Strooss
49.555293,6.1064169999999995,Kockelscheuer. Poudrerie
49.565028000000005,6.16224,Alzingen. Hondsbréck Quai 2
49.564561,6.162357,Alzingen. Hondsbréck
49.660853,6.072123,KOPSTAL. Kléipesch
49.562889,6.065705,Leudelange. Gruef
49.66132,6.072483,Kopstal. Kapell
49.665869,6.134293,Helsem. Mercatoris
49.562106,6.0660739999999995,Leudelange. Beetebuergerwee
49.628887,6.028472,Mamer. Arelerstrooss
49.625912,6.198053,Findel. Cité Aéroport
49.563122,6.163409,Alzingen. Réiserwee
49.669698,6.119694,Steinsel. Laval
49.606891,6.203761,Sandweiler. Schaedhaff
49.628654,6.025218,Mamer. C.I.P.A.
49.664278,6.072680999999999,Kopstal. Bréck
49.630002000000005,6.025595,Mamer. Baerendall
49.669734000000005,6.127578,Steinsel. Zone Industrielle
49.668799,6.135147,Heisdorf. Millewee
49.67057,6.12489,Steinsel. Kennedy
49.671586,6.12027,Steinsel. Gonneschhaff
49.625669,6.020166000000001,Mamer. Gare
49.628904999999996,6.021101,Mamer. Zentrum
49.631521,6.022009,Mamer. Mambra
49.671236,6.135911,Heisdorf. Bei der Parkmauer
49.629256,6.204544,Findel
49.658714,6.174232,Stafelter
49.615763,6.209506,Sandweiler. Kontrollstatioun
49.627386,6.018701,Mamer. Eisebunnsbréck
49.668799,6.072879,Kopstal. Saangen
49.573352,6.032814,Roedgen. Laangwis
49.624788,6.015411,Mamer. Holzemerstrooss
49.613209999999995,6.212184,Sandweiler. Am Eck
49.675416,6.1222650000000005,Steinsel. Um Gruef
49.599052,6.212292,Sandweiler-Contern. Gare
49.617174,6.2134160000000005,Sandweiler. Kapellebierg
49.674508,6.137331,Heisdorf. Klouster
49.597919,6.21285,Sandweiler. Du Pont
49.634083000000004,6.016678,Mamer. Eglantiers
49.675028999999995,6.139417,Heisdorf. Gare
49.676998,6.124665,Steinsel. Michel Rodange Plaz
49.623269,6.011293,Mamer. Coq Hardi
